Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Análise;Data Recusa;Data Finalização;Prazo Resposta;Prazo Analise Gestor;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 21 a 30 anos;2023;11;27/11/2023;15/12/2023;07/12/2023;28/11/2023;2024-01-05;16/12/2023;9;9;Correios;Empresas de Serviços Postais e Logística;Demais Serviços ;Serviços Postais;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Campinas;M;entre 51 a 60 anos;2023;11;27/11/2023;15/12/2023;11/12/2023;27/11/2023;2024-01-05;21/12/2023;14;4;Chubb Seguros;Seguros, Capitalização e Previdência;Serviços Financeiros;Seguro de Vida;Atendimento / SAC;SAC - Demanda não resolvida / não respondida / respondida após o prazo;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Serrana;F;entre 41 a 50 anos;2023;11;27/11/2023;20/12/2023;18/12/2023;04/12/2023;2024-01-10;21/12/2023;14;9;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Atendimento / SAC;SAC - Demanda não resolvida / não respondida / respondida após o prazo;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria Nacional do Consumidor;Plataforma Web;N ;AM;Manaus;F;entre 31 a 40 anos;2023;11;27/11/2023;11/12/2023;05/12/2023;29/11/2023;2024-01-01;13/12/2023;6;8;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Dados Pessoais e Privacidade;Dados pessoais ou financeiros incorretos / desatualizados ? dificuldade de retificação;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Votorantim;F;entre 61 a 70 anos;2023;11;27/11/2023;15/12/2023;07/12/2023;28/11/2023;2024-01-05;16/12/2023;9;9;Banco Safra;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Serviço de pagamento online/ via celular/ maquininha;Contrato / Oferta;Dificuldade para rescindir o contrato / cancelar o serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Candiba;F;entre 51 a 60 anos;2023;11;27/11/2023;19/12/2023;12/12/2023;28/11/2023;2024-01-09;21/12/2023;14;8;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Dados Pessoais e Privacidade;Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Itapetim;M;entre 41 a 50 anos;2023;11;27/11/2023;12/12/2023;08/12/2023;28/11/2023;2024-01-02;17/12/2023;10;5;Banco Daycoval;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Dados Pessoais e Privacidade;Dificuldade de acesso a dados pessoais ou financeiros;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;mais de 70 anos;2023;11;27/11/2023;21/12/2023;20/12/2023;06/12/2023;2024-01-11;21/12/2023;14;10;Magazine Luiza - Loja Física;Varejo;Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Porto Seguro;M;entre 21 a 30 anos;2023;11;27/11/2023;20/12/2023;13/12/2023;29/11/2023;2024-01-10;21/12/2023;14;9;Facebook / Instagram;Provedores de Conteúdo e Outros Serviços na Internet;Demais Serviços ;Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc);Dados Pessoais e Privacidade;Vazamento de dados ou outros incidentes de segurança (acessos não autorizados e situações acidentais ou ilícitas de destruição, perda, alteração, comunicação ou tratamento inadequado ou ilícito);Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Diretoria de Proteção e Defesa do Consumidor;Plataforma Web;N ;AC;Rio Branco;F;entre 31 a 40 anos;2023;11;27/11/2023;18/12/2023;13/12/2023;01/12/2023;2024-01-08;19/12/2023;12;9;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Ribeirão das Neves;M;entre 31 a 40 anos;2023;11;27/11/2023;;07/12/2023;30/11/2023;2024-01-05;14/12/2023;7;;Magazine Luiza - Loja Física;Varejo;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;S;N;Finalizada não avaliada;Não Avaliada;;Improcedente
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Cabo Frio;F;entre 61 a 70 anos;2023;11;27/11/2023;20/12/2023;12/12/2023;29/11/2023;2024-01-10;20/12/2023;13;10;Banco Safra;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Telefone;N;S;Finalizada não avaliada;Não Avaliada;;Improcedente
